participant_id,bundle_url,scene_1_no,scene_1_event_id,scene_1_task,scene_1_interactiveobj,scene_1_dir,scene_2_no,scene_2_event_id,scene_2_task,scene_2_interactiveobj,scene_2_dir,scene_3_no,scene_3_event_id,scene_3_task,scene_3_interactiveobj,scene_3_dir,scene_4_no,scene_4_event_id,scene_4_task,scene_4_interactiveobj,scene_4_dir,scene_5_no,scene_5_event_id,scene_5_task,scene_5_interactiveobj,scene_5_dir
P068,https://robot-reasoning-proactive-task-navigation.streamlit.app/?bundle=P068,41,0038,assist,office_clothesstand_0001,office_1_0038_assist_clothesstand_0001_proposal_human_node_O_96_crop_frame_000282_stamp_257100003831_lifting,60,0047,avoid,warehouse_plasticbox_0001,warehouse_1_0047_avoid_plasticbox_0001_proposal_human_node_O_16_crop_frame_000248_stamp_100050001490_lifting,25,0018,monitor,office_plasticbox_0001,office_1_0018_monitor_plasticbox_0001_proposal_human_node_O_83_crop_frame_000097_stamp_381500005684_kicking,10,0041,continue,hospital_tripod_0001,hospital_1_0041_continue_tripod_0001_proposal_human_node_O_82_crop_frame_000387_stamp_87900001309_putting_down,48,0071,warn,office_largetable_0002,office_1_0071_warn_largetable_0002_proposal_human_node_O_178_crop_frame_000372_stamp_361100005380_carrying
P069,https://robot-reasoning-proactive-task-navigation.streamlit.app/?bundle=P069,4,0027,warn,hospital_plasticbox_0001,hospital_1_0027_warn_plasticbox_0001_proposal_human_node_O_132_crop_frame_000329_stamp_171750002559_kicking,43,0043,monitor,office_plasticbox_0001,office_1_0043_monitor_plasticbox_0001_proposal_human_node_O_49_crop_frame_000219_stamp_327400004878_kicking,59,0042,assist,warehouse_largebox_0002,warehouse_1_0042_assist_largebox_0002_proposal_human_node_O_58_crop_frame_000205_stamp_92200001373_holding,60,0047,avoid,warehouse_plasticbox_0001,warehouse_1_0047_avoid_plasticbox_0001_proposal_human_node_O_16_crop_frame_000248_stamp_100050001490_lifting,36,0031,continue,office_sm_plant12,office_1_0031_continue_sm_plant12_proposal_human_node_O_149_crop_frame_000236_stamp_407350006069_carrying
P070,https://robot-reasoning-proactive-task-navigation.streamlit.app/?bundle=P070,5,0031,avoid,hospital_tripod_0001,hospital_1_0031_avoid_tripod_0001_proposal_human_node_O_82_crop_frame_000299_stamp_72450001079_holding,56,0022,assist,warehouse_woodchair_0001,warehouse_1_0022_assist_woodchair_0001_proposal_human_node_O_105_crop_frame_000127_stamp_75800001129_carrying,43,0043,monitor,office_plasticbox_0001,office_1_0043_monitor_plasticbox_0001_proposal_human_node_O_49_crop_frame_000219_stamp_327400004878_kicking,17,0010,continue,office_suitcase_0001,office_1_0010_continue_suitcase_0001_proposal_human_node_O_21_crop_frame_000033_stamp_292000004351_carrying,26,0019,warn,office_monitor_0001,office_1_0019_warn_monitor_0001_proposal_human_node_O_29_crop_frame_000120_stamp_224500003345_kicking
P071,https://robot-reasoning-proactive-task-navigation.streamlit.app/?bundle=P071,56,0022,assist,warehouse_woodchair_0001,warehouse_1_0022_assist_woodchair_0001_proposal_human_node_O_105_crop_frame_000127_stamp_75800001129_carrying,24,0017,avoid,office_monitor_0001,office_1_0017_avoid_monitor_0001_proposal_human_node_O_29_crop_frame_000112_stamp_223150003325_carrying,35,0029,monitor,office_woodchair_0001,office_1_0029_monitor_woodchair_0001_proposal_human_node_O_86_crop_frame_000253_stamp_492600007340_lifting,63,0083,warn,warehouse_plasticbox_0001,warehouse_1_0083_warn_plasticbox_0001_proposal_human_node_O_112_crop_frame_000420_stamp_138900002069_kicking,17,0010,continue,office_suitcase_0001,office_1_0010_continue_suitcase_0001_proposal_human_node_O_21_crop_frame_000033_stamp_292000004351_carrying
P072,https://robot-reasoning-proactive-task-navigation.streamlit.app/?bundle=P072,36,0031,continue,office_sm_plant12,office_1_0031_continue_sm_plant12_proposal_human_node_O_149_crop_frame_000236_stamp_407350006069_carrying,31,0025,assist,office_suitcase_0001,office_1_0025_assist_suitcase_0001_proposal_human_node_O_134_crop_frame_000140_stamp_389950005810_carrying,51,0004,monitor,warehouse_plasticbox_0001,warehouse_1_0004_monitor_plasticbox_0001_proposal_human_node_O_16_crop_frame_000026_stamp_57650000859_kicking,49,0074,avoid,office_largetable_0002,office_1_0074_avoid_largetable_0002_proposal_human_node_O_178_crop_frame_000376_stamp_362450005400_carrying,16,0008,warn,office_sm_chair_407,office_1_0008_warn_sm_chair_407_proposal_human_node_O_28_crop_frame_000053_stamp_372650005552_putting_down
P073,https://robot-reasoning-proactive-task-navigation.streamlit.app/?bundle=P073,33,0027,assist,office_instancedbp_door_250cm4,office_1_0027_assist_instancedbp_door_250cm4_proposal_human_node_O_99_crop_frame_000414_stamp_598800008922_carrying,13,0005,avoid,office_largetable_0001,office_1_0005_avoid_largetable_0001_proposal_human_node_O_19_crop_frame_000057_stamp_212700003169_lifting,9,0037,monitor,hospital_suitcase_0001,hospital_1_0037_monitor_suitcase_0001_proposal_human_node_O_97_crop_frame_000341_stamp_79950001191_kicking,62,0081,continue,warehouse_tripod_0001,warehouse_1_0081_continue_tripod_0001_proposal_human_node_O_14_crop_frame_000415_stamp_137700002051_carrying,63,0083,warn,warehouse_plasticbox_0001,warehouse_1_0083_warn_plasticbox_0001_proposal_human_node_O_112_crop_frame_000420_stamp_138900002069_kicking
P074,https://robot-reasoning-proactive-task-navigation.streamlit.app/?bundle=P074,53,0012,monitor,warehouse_tripod_0001,warehouse_1_0012_monitor_tripod_0001_proposal_human_node_O_14_crop_frame_000068_stamp_65900000981_carrying,40,0036,warn,office_largebox_0001,office_1_0036_warn_largebox_0001_proposal_human_node_O_149_crop_frame_000267_stamp_412550006147_kicking,39,0036,continue,office_largebox_0002,office_1_0036_continue_largebox_0002_proposal_human_node_O_43_crop_frame_000199_stamp_239600003570_carrying,18,0011,assist,office_suitcase_0001,office_1_0011_assist_suitcase_0001_proposal_human_node_O_21_crop_frame_000041_stamp_293400004372_carrying,6,0033,avoid,hospital_plasticbox_0001,hospital_1_0033_avoid_plasticbox_0001_proposal_human_node_O_132_crop_frame_000370_stamp_179700002677_kicking
P075,https://robot-reasoning-proactive-task-navigation.streamlit.app/?bundle=P075,36,0031,continue,office_sm_plant12,office_1_0031_continue_sm_plant12_proposal_human_node_O_149_crop_frame_000236_stamp_407350006069_carrying,25,0018,monitor,office_plasticbox_0001,office_1_0018_monitor_plasticbox_0001_proposal_human_node_O_83_crop_frame_000097_stamp_381500005684_kicking,37,0032,assist,office_largebox_0001,office_1_0032_assist_largebox_0001_proposal_human_node_O_149_crop_frame_000246_stamp_409200006097_carrying,4,0027,warn,hospital_plasticbox_0001,hospital_1_0027_warn_plasticbox_0001_proposal_human_node_O_132_crop_frame_000329_stamp_171750002559_kicking,34,0029,avoid,office_largebox_0002,office_1_0029_avoid_largebox_0002_proposal_human_node_O_43_crop_frame_000153_stamp_231150003444_kicking
P076,https://robot-reasoning-proactive-task-navigation.streamlit.app/?bundle=P076,20,0012,assist,office_monitor_0004,office_1_0012_assist_monitor_0004_proposal_human_node_O_66_crop_frame_000346_stamp_586300008736_carrying,38,0033,avoid,office_woodchair_0001,office_1_0033_avoid_woodchair_0001_proposal_human_node_O_86_crop_frame_000262_stamp_494650007370_placing,28,0022,monitor,office_largebox_0002,office_1_0022_monitor_largebox_0002_proposal_human_node_O_43_crop_frame_000133_stamp_226850003380_kicking,54,0014,warn,warehouse_tripod_0001,warehouse_1_0014_warn_tripod_0001_proposal_human_node_O_14_crop_frame_000084_stamp_68550001021_dropping,55,0015,continue,warehouse_smallklt_visual_169,warehouse_1_0015_continue_smallklt_visual_169_proposal_human_node_O_60_crop_frame_000085_stamp_68850001025_placing
P077,https://robot-reasoning-proactive-task-navigation.streamlit.app/?bundle=P077,17,0010,continue,office_suitcase_0001,office_1_0010_continue_suitcase_0001_proposal_human_node_O_21_crop_frame_000033_stamp_292000004351_carrying,59,0042,assist,warehouse_largebox_0002,warehouse_1_0042_assist_largebox_0002_proposal_human_node_O_58_crop_frame_000205_stamp_92200001373_holding,1,0004,monitor,hospital_trashcan_0001,hospital_1_0004_monitor_trashcan_0001_proposal_human_node_O_29_crop_frame_000149_stamp_229400003418_kicking,6,0033,avoid,hospital_plasticbox_0001,hospital_1_0033_avoid_plasticbox_0001_proposal_human_node_O_132_crop_frame_000370_stamp_179700002677_kicking,47,0057,warn,office_monitor_0005,office_1_0057_warn_monitor_0005_proposal_human_node_O_201_crop_frame_000328_stamp_350100005216_placing
P078,https://robot-reasoning-proactive-task-navigation.streamlit.app/?bundle=P078,52,0008,monitor,warehouse_trashcan_0001,warehouse_1_0008_monitor_trashcan_0001_proposal_human_node_O_27_crop_frame_000054_stamp_62900000937_kicking,26,0019,warn,office_monitor_0001,office_1_0019_warn_monitor_0001_proposal_human_node_O_29_crop_frame_000120_stamp_224500003345_kicking,13,0005,avoid,office_largetable_0001,office_1_0005_avoid_largetable_0001_proposal_human_node_O_19_crop_frame_000057_stamp_212700003169_lifting,31,0025,assist,office_suitcase_0001,office_1_0025_assist_suitcase_0001_proposal_human_node_O_134_crop_frame_000140_stamp_389950005810_carrying,39,0036,continue,office_largebox_0002,office_1_0036_continue_largebox_0002_proposal_human_node_O_43_crop_frame_000199_stamp_239600003570_carrying
